UTC,Open,High,Low,Close,Volume
24.11.2020 07:45:00.000 UTC,1.1852,1.18531,1.18465,1.18478,3867.26
24.11.2020 08:00:00.000 UTC,1.18479,1.18739,1.18479,1.18706,10163.039999999999
24.11.2020 08:15:00.000 UTC,1.18706,1.18774,1.18695,1.18765,7617.5199999999995
24.11.2020 08:30:00.000 UTC,1.18765,1.18788,1.18716,1.18781,6797.3
24.11.2020 08:45:00.000 UTC,1.18782,1.18784,1.18709,1.18731,5871.139999999999
24.11.2020 09:00:00.000 UTC,1.18733,1.18777,1.18703,1.18745,6685.210000000002
24.11.2020 09:15:00.000 UTC,1.18745,1.1879,1.18724,1.1877,6343.539999999999
24.11.2020 09:30:00.000 UTC,1.18772,1.18895,1.18757,1.18864,8582.36
24.11.2020 09:45:00.000 UTC,1.18867,1.18903,1.18802,1.18834,7883.270000000001
24.11.2020 10:00:00.000 UTC,1.18836,1.18862,1.18796,1.18851,6054.110000000001
24.11.2020 10:15:00.000 UTC,1.18852,1.18939,1.18847,1.18894,7151.950000000001
24.11.2020 10:30:00.000 UTC,1.18893,1.18925,1.18788,1.18847,6564.840000000001
24.11.2020 10:45:00.000 UTC,1.18847,1.18857,1.18802,1.18804,6666.34
24.11.2020 11:00:00.000 UTC,1.18804,1.18848,1.1879,1.18795,5399.240000000001
24.11.2020 11:15:00.000 UTC,1.18796,1.18809,1.18707,1.1876,5298.22
24.11.2020 11:30:00.000 UTC,1.1876,1.18828,1.18729,1.1881,6729.1
24.11.2020 11:45:00.000 UTC,1.18811,1.18817,1.1866,1.18672,8092.9
24.11.2020 12:00:00.000 UTC,1.18671,1.18734,1.18645,1.18704,7131.7699999999995
24.11.2020 12:15:00.000 UTC,1.18705,1.1876,1.18635,1.18641,6406.4800000000005
24.11.2020 12:30:00.000 UTC,1.18641,1.18702,1.18635,1.18661,6031.950000000001
24.11.2020 12:45:00.000 UTC,1.18661,1.18686,1.18611,1.1868,6599.679999999999
24.11.2020 13:00:00.000 UTC,1.18681,1.18682,1.18619,1.18644,9466.35
24.11.2020 13:15:00.000 UTC,1.18645,1.18719,1.18645,1.18697,6752.25
24.11.2020 13:30:00.000 UTC,1.18699,1.18756,1.18678,1.18685,5900.1
24.11.2020 13:45:00.000 UTC,1.18686,1.18706,1.18504,1.1854,8682.140000000001
24.11.2020 14:00:00.000 UTC,1.1854,1.18584,1.18414,1.18526,13221.489999999998
24.11.2020 14:15:00.000 UTC,1.18526,1.18568,1.18479,1.18517,6442.219999999999
24.11.2020 14:30:00.000 UTC,1.18517,1.18547,1.18423,1.18432,9799
24.11.2020 14:45:00.000 UTC,1.18431,1.18672,1.18427,1.18643,7501.879999999999
24.11.2020 15:00:00.000 UTC,1.18643,1.18677,1.18571,1.18571,5947.54
24.11.2020 15:15:00.000 UTC,1.18571,1.18645,1.18558,1.18633,9347.41
24.11.2020 15:30:00.000 UTC,1.18632,1.1874,1.18607,1.18733,12131.060000000001
24.11.2020 15:45:00.000 UTC,1.18729,1.18822,1.18692,1.18734,11223.619999999999
24.11.2020 16:00:00.000 UTC,1.18736,1.18793,1.18691,1.18777,9012.39
24.11.2020 16:15:00.000 UTC,1.18776,1.18863,1.18759,1.18821,6418.84
24.11.2020 16:30:00.000 UTC,1.18819,1.18845,1.18796,1.18801,5243.68
24.11.2020 16:45:00.000 UTC,1.18802,1.18811,1.18734,1.18738,4517.55
24.11.2020 17:00:00.000 UTC,1.18739,1.18749,1.18661,1.18676,6687.37
24.11.2020 17:15:00.000 UTC,1.18676,1.18735,1.18675,1.18706,3845.74
24.11.2020 17:30:00.000 UTC,1.18706,1.18706,1.18652,1.18665,3872.3500000000004
24.11.2020 17:45:00.000 UTC,1.18666,1.18731,1.18655,1.18726,5054.9
24.11.2020 18:00:00.000 UTC,1.18726,1.18732,1.18676,1.18702,4566.74
24.11.2020 18:15:00.000 UTC,1.18702,1.18746,1.18702,1.18736,3820.8
24.11.2020 18:30:00.000 UTC,1.18737,1.18815,1.18737,1.18796,4905.139999999999
24.11.2020 18:45:00.000 UTC,1.18796,1.18814,1.18779,1.18813,3066.4700000000003
24.11.2020 19:00:00.000 UTC,1.18812,1.18817,1.18775,1.18783,2663.47
24.11.2020 19:15:00.000 UTC,1.18784,1.188,1.18763,1.18767,1797.3300000000004
24.11.2020 19:30:00.000 UTC,1.1877,1.18801,1.18752,1.18792,1805.98
24.11.2020 19:45:00.000 UTC,1.18794,1.18848,1.18777,1.18829,4198.14
24.11.2020 20:00:00.000 UTC,1.1883,1.18847,1.18822,1.18836,2721.2700000000004
24.11.2020 20:15:00.000 UTC,1.18837,1.18852,1.18829,1.18837,3229.4300000000003
24.11.2020 20:30:00.000 UTC,1.18839,1.18859,1.18834,1.18852,4542.279999999999
24.11.2020 20:45:00.000 UTC,1.18852,1.1894,1.1885,1.18921,5421.1449999999995
24.11.2020 21:00:00.000 UTC,1.18922,1.18923,1.1888,1.18897,2000.375
24.11.2020 21:15:00.000 UTC,1.18897,1.18916,1.18892,1.18913,1217.0300000000002
24.11.2020 21:30:00.000 UTC,1.18912,1.18919,1.18899,1.18905,902.2900000000002
24.11.2020 21:45:00.000 UTC,1.18908,1.18961,1.18904,1.18905,1697.21
24.11.2020 22:00:00.000 UTC,1.18922,1.18963,1.18883,1.18945,77.7
24.11.2020 22:15:00.000 UTC,1.18945,1.18945,1.1892,1.18923,76.28
24.11.2020 22:30:00.000 UTC,1.18926,1.18933,1.18918,1.18933,58.69
24.11.2020 22:45:00.000 UTC,1.18932,1.18932,1.18915,1.18922,119.2
24.11.2020 23:00:00.000 UTC,1.18921,1.18934,1.189,1.18905,1406.89
24.11.2020 23:15:00.000 UTC,1.18906,1.18947,1.18896,1.18938,1259.8
24.11.2020 23:30:00.000 UTC,1.18937,1.18972,1.18937,1.18951,1755.6100000000001
24.11.2020 23:45:00.000 UTC,1.1895,1.18978,1.18946,1.18974,975.8899999999999
