UTC,Open,High,Low,Close,Volume
24.11.2024 22:49:00.000 UTC,1.25849,1.25855,1.25839,1.25839,17.19
24.11.2024 22:50:00.000 UTC,1.25842,1.25842,1.25838,1.25839,27.45
24.11.2024 22:51:00.000 UTC,1.25839,1.25839,1.25832,1.25838,17.1
24.11.2024 22:52:00.000 UTC,1.25838,1.25838,1.25831,1.25832,18.9
24.11.2024 22:53:00.000 UTC,1.25836,1.25837,1.25835,1.25835,13.5
24.11.2024 22:54:00.000 UTC,1.25837,1.25837,1.25834,1.25836,13.86
24.11.2024 22:55:00.000 UTC,1.25837,1.25838,1.25832,1.25838,29.13
24.11.2024 22:56:00.000 UTC,1.25838,1.25851,1.25837,1.25849,54.27
24.11.2024 22:57:00.000 UTC,1.25849,1.25859,1.25848,1.25856,38.79
24.11.2024 22:58:00.000 UTC,1.25855,1.2586,1.25854,1.25857,23.91
24.11.2024 22:59:00.000 UTC,1.25857,1.25858,1.25848,1.25852,21.72
24.11.2024 23:00:00.000 UTC,1.25856,1.25856,1.25739,1.25745,323.67
24.11.2024 23:01:00.000 UTC,1.25745,1.25803,1.25745,1.25802,115.83
24.11.2024 23:02:00.000 UTC,1.25805,1.25811,1.25793,1.25808,73.47
24.11.2024 23:03:00.000 UTC,1.25809,1.25826,1.25809,1.25822,63.48
24.11.2024 23:04:00.000 UTC,1.25822,1.25901,1.25822,1.25888,152.61
24.11.2024 23:05:00.000 UTC,1.25888,1.25889,1.25882,1.25886,196.65
24.11.2024 23:06:00.000 UTC,1.25887,1.25897,1.2585,1.25851,66.03
24.11.2024 23:07:00.000 UTC,1.25851,1.25858,1.2585,1.25852,4.08
24.11.2024 23:08:00.000 UTC,1.25852,1.25855,1.25813,1.2582,22.53
24.11.2024 23:09:00.000 UTC,1.25819,1.25847,1.25782,1.25829,72.3
24.11.2024 23:10:00.000 UTC,1.25829,1.25868,1.25821,1.25867,49.41
24.11.2024 23:11:00.000 UTC,1.2587,1.25888,1.25856,1.25862,100.5
24.11.2024 23:12:00.000 UTC,1.25862,1.25864,1.25855,1.25861,98.91
24.11.2024 23:13:00.000 UTC,1.25859,1.25877,1.25859,1.25873,59.85
24.11.2024 23:14:00.000 UTC,1.25872,1.25892,1.25857,1.25877,145.35
24.11.2024 23:15:00.000 UTC,1.25875,1.25887,1.25869,1.25874,123.09
24.11.2024 23:16:00.000 UTC,1.25873,1.25929,1.25873,1.25924,145.86
24.11.2024 23:17:00.000 UTC,1.25924,1.25935,1.25921,1.25921,212.58
24.11.2024 23:18:00.000 UTC,1.25924,1.25934,1.25913,1.2593,272.73
24.11.2024 23:19:00.000 UTC,1.25927,1.25933,1.25892,1.25894,219.15
24.11.2024 23:20:00.000 UTC,1.25891,1.25924,1.25891,1.25915,255.6
24.11.2024 23:21:00.000 UTC,1.25915,1.25926,1.25911,1.25924,355.05
24.11.2024 23:22:00.000 UTC,1.25923,1.25935,1.25915,1.25934,268.65
24.11.2024 23:23:00.000 UTC,1.25934,1.25935,1.25913,1.25913,314.58
24.11.2024 23:24:00.000 UTC,1.25913,1.25925,1.25903,1.25903,230.7
24.11.2024 23:25:00.000 UTC,1.25902,1.25904,1.25885,1.259,139.26
24.11.2024 23:26:00.000 UTC,1.25901,1.2592,1.25899,1.25912,129.15
24.11.2024 23:27:00.000 UTC,1.25915,1.25915,1.25906,1.25914,102.6
24.11.2024 23:28:00.000 UTC,1.25914,1.25935,1.2591,1.25929,117
24.11.2024 23:29:00.000 UTC,1.2593,1.25969,1.25925,1.2594,206.55
24.11.2024 23:30:00.000 UTC,1.25942,1.25959,1.25935,1.25957,168.86
24.11.2024 23:31:00.000 UTC,1.25956,1.25966,1.25956,1.25959,72.24
24.11.2024 23:32:00.000 UTC,1.25958,1.25959,1.25946,1.25951,122.08
24.11.2024 23:33:00.000 UTC,1.25954,1.25955,1.25926,1.2593,109.8
24.11.2024 23:34:00.000 UTC,1.25929,1.25939,1.25916,1.25919,130.55
24.11.2024 23:35:00.000 UTC,1.25921,1.25924,1.25907,1.25917,131.86
24.11.2024 23:36:00.000 UTC,1.25916,1.25919,1.25909,1.25917,64.57
24.11.2024 23:37:00.000 UTC,1.25915,1.25927,1.25908,1.25917,93.11
24.11.2024 23:38:00.000 UTC,1.25918,1.25919,1.25909,1.25909,112.98
24.11.2024 23:39:00.000 UTC,1.25906,1.25929,1.25906,1.25928,88.8
24.11.2024 23:40:00.000 UTC,1.25928,1.25939,1.25927,1.25938,27.17
24.11.2024 23:41:00.000 UTC,1.2594,1.25959,1.25935,1.25937,94.49
24.11.2024 23:42:00.000 UTC,1.25938,1.25946,1.25923,1.25923,117.06
24.11.2024 23:43:00.000 UTC,1.25921,1.25924,1.25912,1.25914,165.45
24.11.2024 23:44:00.000 UTC,1.25914,1.25929,1.25914,1.25922,240.12
24.11.2024 23:45:00.000 UTC,1.25921,1.25924,1.25882,1.25882,280.98
24.11.2024 23:46:00.000 UTC,1.25884,1.25894,1.25872,1.25873,363.99
24.11.2024 23:47:00.000 UTC,1.25873,1.25885,1.25863,1.25885,305.33
24.11.2024 23:48:00.000 UTC,1.25884,1.25894,1.25882,1.25893,166.92
24.11.2024 23:49:00.000 UTC,1.25893,1.25896,1.25877,1.25896,132.9
24.11.2024 23:50:00.000 UTC,1.25893,1.25897,1.25885,1.25893,91.91
24.11.2024 23:51:00.000 UTC,1.25892,1.25906,1.25889,1.25906,112.49
24.11.2024 23:52:00.000 UTC,1.25907,1.25917,1.25902,1.25917,177.52
24.11.2024 23:53:00.000 UTC,1.25917,1.25919,1.25905,1.25912,238.85
24.11.2024 23:54:00.000 UTC,1.25912,1.25914,1.25903,1.25912,137.13
24.11.2024 23:55:00.000 UTC,1.2591,1.25922,1.2591,1.25919,139.34
24.11.2024 23:56:00.000 UTC,1.25918,1.25928,1.25903,1.25905,231.72
24.11.2024 23:57:00.000 UTC,1.25905,1.25907,1.25901,1.25907,157.2
24.11.2024 23:58:00.000 UTC,1.25906,1.25919,1.25905,1.25917,86.6
24.11.2024 23:59:00.000 UTC,1.25917,1.25929,1.25917,1.25926,144.45
