UTC,Open,High,Low,Close,Volume
24.11.2021 09:45:00.000 UTC,1.33649,1.33676,1.33515,1.33543,2583.87
24.11.2021 10:00:00.000 UTC,1.33542,1.33637,1.33517,1.33634,1902.9700000000003
24.11.2021 10:15:00.000 UTC,1.33635,1.33675,1.33605,1.33636,1406.77
24.11.2021 10:30:00.000 UTC,1.33637,1.33692,1.3361,1.33633,1299.1699999999998
24.11.2021 10:45:00.000 UTC,1.33633,1.33657,1.33548,1.33548,1581.9
24.11.2021 11:00:00.000 UTC,1.33547,1.33597,1.33546,1.33592,802.0500000000001
24.11.2021 11:15:00.000 UTC,1.33589,1.33634,1.33566,1.33587,759.5900000000001
24.11.2021 11:30:00.000 UTC,1.33586,1.33619,1.33536,1.33607,1125.1000000000001
24.11.2021 11:45:00.000 UTC,1.33612,1.33743,1.3361,1.33704,1456.4700000000003
24.11.2021 12:00:00.000 UTC,1.33704,1.33788,1.33653,1.33658,1448.12
24.11.2021 12:15:00.000 UTC,1.33658,1.3369,1.3362,1.3369,972.44
24.11.2021 12:30:00.000 UTC,1.33689,1.3369,1.33595,1.33617,1312.56
24.11.2021 12:45:00.000 UTC,1.33616,1.33626,1.33505,1.33508,1527.4
24.11.2021 13:00:00.000 UTC,1.33506,1.33509,1.33437,1.33507,1847.0899999999997
24.11.2021 13:15:00.000 UTC,1.33506,1.33529,1.33451,1.3351,1426.21
24.11.2021 13:30:00.000 UTC,1.33513,1.33599,1.33399,1.33553,2853.89
24.11.2021 13:45:00.000 UTC,1.33553,1.33556,1.3345,1.3353,2443.16
24.11.2021 14:00:00.000 UTC,1.33529,1.33578,1.33328,1.33385,3841.42
24.11.2021 14:15:00.000 UTC,1.3338,1.33488,1.33347,1.33348,1991.5099999999995
24.11.2021 14:30:00.000 UTC,1.33349,1.33431,1.33278,1.33362,2528.21
24.11.2021 14:45:00.000 UTC,1.33361,1.33422,1.33342,1.33391,2176.68
24.11.2021 15:00:00.000 UTC,1.33388,1.33476,1.3332,1.33338,2262.2200000000003
24.11.2021 15:15:00.000 UTC,1.33337,1.3335,1.33247,1.33271,1745.8200000000002
24.11.2021 15:30:00.000 UTC,1.3327,1.33378,1.3327,1.33325,1479.87
24.11.2021 15:45:00.000 UTC,1.33326,1.33412,1.33267,1.33301,2163.04
24.11.2021 16:00:00.000 UTC,1.333,1.33325,1.33229,1.33268,1327.5199999999998
24.11.2021 16:15:00.000 UTC,1.33273,1.33303,1.33232,1.33302,912.7500000000001
24.11.2021 16:30:00.000 UTC,1.33305,1.3334,1.33276,1.3333,790.2700000000001
24.11.2021 16:45:00.000 UTC,1.33329,1.33378,1.33269,1.33307,884.72
24.11.2021 17:00:00.000 UTC,1.33306,1.33309,1.33248,1.33252,515.3299999999999
24.11.2021 17:15:00.000 UTC,1.3325,1.33257,1.33203,1.33212,572.97
24.11.2021 17:30:00.000 UTC,1.33212,1.3324,1.33195,1.33217,285.06
24.11.2021 17:45:00.000 UTC,1.33218,1.33233,1.33188,1.3323,305.88
24.11.2021 18:00:00.000 UTC,1.33231,1.33264,1.33206,1.33226,403.06
24.11.2021 18:15:00.000 UTC,1.33228,1.33251,1.33195,1.33239,503.89
24.11.2021 18:30:00.000 UTC,1.3324,1.33248,1.33202,1.33209,203.85
24.11.2021 18:45:00.000 UTC,1.33209,1.33251,1.332,1.33233,439.77000000000004
24.11.2021 19:00:00.000 UTC,1.33233,1.3329,1.33156,1.3322,1347.81
24.11.2021 19:15:00.000 UTC,1.3322,1.33289,1.33203,1.33261,663.65
24.11.2021 19:30:00.000 UTC,1.33261,1.33295,1.33245,1.33293,458.65999999999997
24.11.2021 19:45:00.000 UTC,1.33292,1.33344,1.33196,1.33208,610.9300000000001
24.11.2021 20:00:00.000 UTC,1.33204,1.33273,1.3319,1.33271,480.2999999999999
24.11.2021 20:15:00.000 UTC,1.33274,1.33322,1.3327,1.33308,200.23
24.11.2021 20:30:00.000 UTC,1.33306,1.33329,1.33289,1.33311,350.86
24.11.2021 20:45:00.000 UTC,1.3331,1.33331,1.33284,1.33303,499.33500000000004
24.11.2021 21:00:00.000 UTC,1.33302,1.33309,1.33246,1.33247,481.21500000000003
24.11.2021 21:15:00.000 UTC,1.33248,1.33308,1.33247,1.33303,208.99999999999997
24.11.2021 21:30:00.000 UTC,1.333,1.33307,1.33282,1.33294,205.89999999999998
24.11.2021 21:45:00.000 UTC,1.33293,1.33294,1.33261,1.33261,245.82
24.11.2021 22:00:00.000 UTC,1.33261,1.33265,1.33261,1.33265,5.229999999999999
24.11.2021 22:16:00.000 UTC,1.33265,1.3327,1.33265,1.3327,0.9199999999999999
24.11.2021 22:30:00.000 UTC,1.3327,1.3327,1.3327,1.3327,9.850000000000001
24.11.2021 22:45:00.000 UTC,1.3327,1.33271,1.33234,1.33263,45.51
24.11.2021 23:00:00.000 UTC,1.33263,1.33276,1.33259,1.33269,116.95
24.11.2021 23:15:00.000 UTC,1.33269,1.33277,1.33267,1.33269,111.49999999999999
24.11.2021 23:30:00.000 UTC,1.33272,1.33302,1.33271,1.33286,55.339999999999996
24.11.2021 23:45:00.000 UTC,1.33286,1.33303,1.33286,1.33292,123.31
